country;continent;year;lifeExp;pop;gdpPercap
Ethiopia;Africa;1987;46.684;42999530;5.737.413.142.000.000
Ethiopia;Africa;1992;48.091;52088559;4.213.534.653
Ethiopia;Africa;1997;49.402;59861301;5.158.894.013
Ethiopia;Africa;2002;50.725;67946797;5.300.535.319
Ethiopia;Africa;2007;52.947;76511887;6.908.055.759
Fiji;Oceania;1962;56.494;421869;2.039.393.277
Fiji;Oceania;1967;58.607;485000;2.170.073.285
Fiji;Oceania;1972;60.642;544000;2.797.759.484
Fiji;Oceania;1977;62.669;599339;31.825.696
Fiji;Oceania;1982;64.683;658906;3.209.257.468
Fiji;Oceania;1987;66.626;719574;2.974.850.227
Fiji;Oceania;1992;66.575;750242;341.028.604
Fiji;Oceania;1997;66.836;797890;3.643.629.208
Fiji;Oceania;2002;67.832;856346;4.004.481.972
Fiji;Oceania;2007;68.774;918675;4.118.158.294
Finland;Europe;1950;64.24;4008900;5.845.626.316
Finland;Europe;1951;65.67;4047300;6.282.553.916
Finland;Europe;1952;66.55;4090500;6.424.519.071
Finland;Europe;1953;66.61;4139400;6.393.115.429
Finland;Europe;1954;67.57;4186900;6.874.027.206.000.000
Finland;Europe;1955;67.37;4234900;7.142.394.529.000.000
Finland;Europe;1956;67.99;4281700;7.277.784.157.999.990
Finland;Europe;1957;67.49;4324000;7.545.415.386
Finland;Europe;1958;68.63;4359800;7.523.807.653
Finland;Europe;1959;68.81;4394700;7.907.517.148.000.000
Finland;Europe;1960;69.01;4429600;8.562.873.298
Finland;Europe;1961;69.04;4461004;9.150.501.094
Finland;Europe;1962;68.75;4491443;9.371.842.561
Finland;Europe;1963;69.16;4523309;9.612.397.646
Finland;Europe;1964;69.37;4548544;100.422.193
Finland;Europe;1965;69.13;4563732;1.054.093.525
Finland;Europe;1966;69.65;4580869;1.075.382.335
Finland;Europe;1967;69.83;4605744;1.092.163.626
Finland;Europe;1968;69.79;4626469;1.112.284.283
Finland;Europe;1969;69.67;4623785;1.220.115.061
Finland;Europe;1970;70.36;4606307;1.316.224.522
Finland;Europe;1971;70.18;4612124;1.342.039.361
Finland;Europe;1972;70.87;4639657;143.588.759
Finland;Europe;1973;71.38;4666081;15.235.132.919.999.900
Finland;Europe;1974;71.3;4690574;15.614.723.419.999.900
Finland;Europe;1975;71.85;4711439;1.572.468.289
Finland;Europe;1976;72.0;4725664;1.561.074.835
Finland;Europe;1977;72.52;4738902;1.560.542.283
Finland;Europe;1978;73.08;4752528;1.588.630.722
Finland;Europe;1979;73.37;4764690;1.694.821.601
Finland;Europe;1980;73.66;4779535;1.779.677.274
Finland;Europe;1981;73.98;4799964;1.805.116.806
Finland;Europe;1982;74.55;4826933;1.853.315.761
Finland;Europe;1983;74.46;4855787;1.892.089.628
Finland;Europe;1984;74.77;4881788;1.938.797.098
Finland;Europe;1985;74.44;4901783;1.995.881.374
Finland;Europe;1986;74.8;4917386;2.036.754.884
Finland;Europe;1987;74.83;4931729;2.114.101.223
Finland;Europe;1988;74.79;4946633;221.108.847
Finland;Europe;1989;75.01;4962441;2.328.979.916
Finland;Europe;1990;75.04;4986431;2.318.078.249
Finland;Europe;1991;75.45;5013786;2.158.174.989
Finland;Europe;1992;75.7;5041039;2.064.716.499
Finland;Europe;1993;75.94;5064846;202.948.084
Finland;Europe;1994;76.64;5086044;2.100.554.254
Finland;Europe;1995;76.66;5104654;2.165.014.541
Finland;Europe;1996;76.94;5120310;2.240.249.628
Finland;Europe;1997;77.13;5134406;237.239.502
Finland;Europe;1998;77.34;5146983;2.500.432.237
Finland;Europe;1999;77.53;5158097;2.591.526.438
Finland;Europe;2000;77.76;5168595;2.717.196.611
Finland;Europe;2001;78.23;5180309;278.255.291
Finland;Europe;2002;78.37;5193039;2.820.459.057
Finland;Europe;2003;78.63;5204405;2.865.002.742
Finland;Europe;2004;78.96;5214512;296.514.045
Finland;Europe;2005;79.09;5223442;30469.0
Finland;Europe;2006;79.49;5231372;319.026.734
Finland;Europe;2007;79.313;5238460;332.070.844
France;Europe;1950;66.39;41828673;6.595.926.631
France;Europe;1951;66.12;42155534;6.913.756.537
France;Europe;1952;67.41;42459667;7.029.809.327
France;Europe;1953;67.34;42751746;71.712.443.189.999.900
France;Europe;1954;68.21;43056505;7.485.855.759
France;Europe;1955;68.47;43427669;7.851.776.992
France;Europe;1956;68.5;43843075;8.224.217.165
France;Europe;1957;68.93;44310863;8.662.834.898.000.000
France;Europe;1958;70.16;44788852;8.855.252.659
France;Europe;1959;70.19;45239729;9.040.636.982
France;Europe;1960;70.4;45670000;9.640.940.051
France;Europe;1961;70.98;46189000;1.007.070.911
France;Europe;1962;70.51;47124000;1.056.048.553
France;Europe;1963;70.36;47808000;1.094.136.907
France;Europe;1964;71.32;48340000;1.154.152.506
France;Europe;1965;71.15;48763000;1.198.595.392
France;Europe;1966;71.56;49194000;1.251.109.646
France;Europe;1967;71.55;49569000;1.299.991.766
France;Europe;1968;71.54;49934000;1.345.729.711
France;Europe;1969;71.27;50353000;1.428.938.322
France;Europe;1970;72.16;50787000;1.497.938.205
France;Europe;1971;72.13;51285000;1.555.455.925
France;Europe;1972;72.38;51732000;1.610.719.171
France;Europe;1973;72.54;52157000;1.685.349.326
France;Europe;1974;72.89;52503000;1.726.697.996
France;Europe;1975;72.98;52758427;1.714.024.026
France;Europe;1976;73.22;52953613;1.779.933.496
France;Europe;1977;73.83;53165019;1.829.263.514
France;Europe;1978;73.95;53380649;1.882.595.486
France;Europe;1979;74.26;53605523;1.940.907.809
France;Europe;1980;74.35;53869743;1.966.001.861
France;Europe;1981;74.51;54147284;1.983.585.601
France;Europe;1982;74.89;54433565;2.029.389.746
France;Europe;1983;74.87;54649810;2.064.323.289
France;Europe;1984;75.37;54946500;2.088.834.207
France;Europe;1985;75.47;55171224;2.122.541.215
France;Europe;1986;75.75;55387361;2.165.622.833
France;Europe;1987;76.34;55630100;2.206.644.214
France;Europe;1988;76.57;55873463;2.299.010.356
France;Europe;1989;76.7;56416625;2.366.958.284
France;Europe;1990;76.99;56735161;2.418.234.052
France;Europe;1991;77.17;57055448;2.438.298.257
France;Europe;1992;77.46;57374179;2.470.379.615
France;Europe;1993;77.51;57658289;2.433.403.492
France;Europe;1994;77.95;57906847;2.474.781.699
France;Europe;1995;78.07;58149727;2.521.434.926
France;Europe;1996;78.28;58388408;2.540.680.475
France;Europe;1997;78.64;58623428;2.588.978.487
France;Europe;1998;78.81;58866290;2.670.451.324
France;Europe;1999;78.94;59116128;2.746.621.016
France;Europe;2000;79.25;59381628;2.844.362.305
France;Europe;2001;79.44;59658144;2.882.772.241
France;Europe;2002;79.59;59925035;2.892.603.234
France;Europe;2003;79.59;60180529;289.705.971
France;Europe;2004;80.52;60424213;2.946.609.716
France;Europe;2005;80.5;60656178;29644.0
France;Europe;2007;80.657;61083916;304.700.167
French Guiana;;2002;75.142;182333;8.869.848.746
French Polynesia;;1967;59.191;102756;14.244.022.819.999.900
French Polynesia;;1972;60.926;124000;1.456.715.624
French Polynesia;;1977;62.427;138156;16.682.106.819.999.900
French Polynesia;;1982;66.234;160416;1.967.348.757
French Polynesia;;1987;68.211;185839;2.345.440.806
French Polynesia;;1992;70.182;212174;2.402.120.192
French Polynesia;;1997;71.821;235770;2.263.406.126
French Polynesia;;2002;73.01;257847;2.522.432.969
French Polynesia;;2007;74.057;278633;2.676.684.485
Gabon;Africa;1952;37.003;420702;4.293.476.475
Gabon;Africa;1957;38.999;434904;4.976.198.099
Gabon;Africa;1962;40.489;455661;6.631.459.222
Gabon;Africa;1967;44.598;489004;8.358.761.987
Gabon;Africa;1972;48.69;537977;1.140.194.841
Gabon;Africa;1977;52.79;706367;2.174.557.328
Gabon;Africa;1982;5.656.399.999.999.990;753874;1.511.336.194
Gabon;Africa;1987;60.19;880397;1.186.440.844
Gabon;Africa;1992;6.136.600.000.000.000;985739;1.352.215.752
Gabon;Africa;1997;6.046.100.000.000.000;1126189;14.722.841.880.000.000
Gabon;Africa;2002;56.761;1299304;1.252.171.392
Gabon;Africa;2007;56.735;1454867;1.320.648.452
Gambia;Africa;1952;30.0;284320;4.852.306.591
Gambia;Africa;1957;32.065;323150;5.209.267.111
Gambia;Africa;1962;33.896;374020;599.650.276
Gambia;Africa;1967;35.857;439593;7.347.829.124
Gambia;Africa;1972;38.308;517101;7.560.868.363
Gambia;Africa;1977;41.842;608274;8.847.552.507.000.000
Gambia;Africa;1982;45.58;715523;8.358.096.107.999.990
Gambia;Africa;1987;49.265;848406;6.116.588.611.000.000
Gambia;Africa;1992;52.644;1025384;6.656.244.126
Gambia;Africa;1997;55.861;1235767;6.537.301.704
Gambia;Africa;2002;58.041;1457766;6.605.855.997
Gambia;Africa;2007;59.448;1688359;7.527.497.265
Georgia;;1967;66.654;4564785;3.029.799.086
Georgia;;1972;68.158;4786475;3.741.226.071
Georgia;;1977;69.634;4963464;5.086.053.989
Georgia;;1982;69.638;5101213;63.598.298.810.000.000
Georgia;;1987;70.45;5239970;6.514.539.988
Georgia;;1992;70.465;5355289;2.393.030.934
Georgia;;1997;70.49;4883476;2.085.641.338
Georgia;;2002;70.476;4728357;2.637.562.323
Georgia;;2007;70.987;4646003;4.386.560.389
Germany;Europe;1950;6.647.296;68374572;6.090.034.207
Germany;Europe;1952;67.5;69145952;7.144.114.393.000.000
Germany;Europe;1957;69.1;71019069;1.018.782.665
Germany;Europe;1962;70.3;73739117;1.290.246.291
Germany;Europe;1967;70.8;76368453;1.474.562.561
Germany;Europe;1972;71.0;78717088;1.801.618.027
Germany;Europe;1977;72.5;78160773;2.051.292.123
Germany;Europe;1982;73.8;78335266;2.203.153.274
Germany;Europe;1987;74.847;77718298;2.463.918.566
Germany;Europe;1991;75.61;79984244;2.612.705.882
Germany;Europe;1992;76.07;80597764;2.650.530.317
Germany;Europe;1993;76.15;81132272;261.194.586
Germany;Europe;1994;76.47;81414164;2.672.064.284
Germany;Europe;1995;76.65;81653702;2.714.595.792
Germany;Europe;1996;76.9;81890667;2.733.646.604
Germany;Europe;1997;77.34;82011073;2.778.888.416
Germany;Europe;1998;77.7;82023672;282.915.981
Germany;Europe;1999;77.94;82074778;2.884.265.612
Germany;Europe;2000;78.21;82187909;29.726.878.760.000.000
Germany;Europe;2001;78.57;82280551;3.006.139.867
Germany;Europe;2002;78.67;82350671;3.003.580.198
Germany;Europe;2003;78.74;82398326;2.995.293.665
Germany;Europe;2004;79.33;82424609;302.606.614
Germany;Europe;2005;79.46;82431390;30496.0
Germany;Europe;2006;79.79;82422299;3.137.442.754
Germany;Europe;2007;79.406;82400996;3.217.037.442
Ghana;Africa;1952;43.149;5581001;9.112.989.371
Ghana;Africa;1957;44.779;6391288;10.435.615.369.999.900
Ghana;Africa;1962;46.452;7355248;1.190.041.118
Ghana;Africa;1967;48.072;8490213;112.569.716
Ghana;Africa;1972;49.875;9354120;1.178.223.708
Ghana;Africa;1977;51.756;10538093;9.932.239.571
Ghana;Africa;1982;53.744;11400338;876.032.569
Ghana;Africa;1987;55.729;14168101;8.470.061.135
Ghana;Africa;1992;5.750.100.000.000.000;16278738;925.060.154
Ghana;Africa;1997;58.556;18418288;1.005.245.812
Ghana;Africa;2002;58.453;20550751;11.119.845.779.999.900
Ghana;Africa;2007;60.022;22873338;132.760.891
Greece;Europe;1950;65.7;7566028;3.293.034.773
Greece;Europe;1952;65.86;7733250;3.530.690.067
Greece;Europe;1957;67.86;8096218;4.916.299.889
Greece;Europe;1962;69.51;8448233;60.171.907.329.999.900
Greece;Europe;1967;71.0;8716441;8.513.097.016
Greece;Europe;1972;72.34;8888628;1.272.482.957
Greece;Europe;1977;73.68;9308479;1.419.552.428
Greece;Europe;1982;75.24;9786480;1.526.842.089
Greece;Europe;1987;76.67;9974490;1.612.052.839
Greece;Europe;1992;77.03;10325429;1.754.149.634
Greece;Europe;1997;77.869;10502372;1.874.769.814
Greece;Europe;2002;78.256;10603863;225.142.548
Greece;Europe;2007;79.483;10706290;2.753.841.188
Grenada;;1972;64.577;96618;2.404.583.938
Grenada;;1977;65.035;94280;34.395.627.090.000.000
Grenada;;1982;65.503;92112;3.872.355.321
Grenada;;1987;66.002;92719;4.947.827.429
Grenada;;1992;66.469;91487;609.892.279
Grenada;;1997;66.986;90005;6.690.021.834
Grenada;;2002;6.774.600.000.000.000;89211;836.558.996
Grenada;;2007;6.872.399.999.999.990;89971;9.148.007.954
Guadeloupe;;2002;78.405;435739;6.987.870.004
Guatemala;Americas;1952;42.023;3146381;24.282.377.690.000.000
Guatemala;Americas;1957;44.142;3640876;2.617.155.967
Guatemala;Americas;1962;4.695.399.999.999.990;4208858;2.750.364.446
Guatemala;Americas;1967;5.001.600.000.000.000;4690773;3.242.531.147
Guatemala;Americas;1972;53.738;5149581;4.031.408.271
Guatemala;Americas;1977;56.029;5703430;4.879.992.748
Guatemala;Americas;1982;58.137;6395630;482.049.479
Guatemala;Americas;1987;60.782;7326406;4.246.485.974
Guatemala;Americas;1992;6.337.300.000.000.000;8486949;443.945.084
Guatemala;Americas;1997;66.322;9803875;4.684.313.807
Guatemala;Americas;2002;6.897.800.000.000.000;11178650;4.858.347.495
Guatemala;Americas;2007;70.259;12572928;5.186.050.003
Guinea;Africa;1952;33.609;2664249;5.101.964.923.000.000
Guinea;Africa;1957;34.558;2876726;5.762.670.245
Guinea;Africa;1962;35.753;3140003;6.863.736.739
Guinea;Africa;1967;37.197;3451418;7.087.595.409
Guinea;Africa;1972;38.842;3811387;7.416.662.307
Guinea;Africa;1977;40.762;4227026;8.746.858.642.999.990
Guinea;Africa;1982;4.289.100.000.000.000;4710497;8.572.503.577
Guinea;Africa;1987;45.552;5650262;8.055.724.717.999.990
Guinea;Africa;1992;48.576;6990574;7.943.484.384
Guinea;Africa;1997;51.455;8048834;8.694.497.667.999.990
Guinea;Africa;2002;53.676;8807818;9.455.835.837
Guinea;Africa;2007;56.007;9947814;9.426.542.111
Guinea-Bissau;Africa;1952;32.5;580653;299.850.319
Guinea-Bissau;Africa;1957;33.489.000.000.000.000;601095;43.179.045.660.000.000
Guinea-Bissau;Africa;1962;34.488;627820;5.220.343.725
Guinea-Bissau;Africa;1967;35.492;601287;7.155.806.402.000.000
Guinea-Bissau;Africa;1972;36.486;625361;8.202.245.876.000.000
Guinea-Bissau;Africa;1977;37.465;745228;7.647.259.627.999.990
Guinea-Bissau;Africa;1982;39.327;825987;8.381.239.671
Guinea-Bissau;Africa;1987;41.245;927524;7.364.153.921
Guinea-Bissau;Africa;1992;4.326.600.000.000.000;1050938;7.455.398.706
Guinea-Bissau;Africa;1997;4.487.300.000.000.000;1193708;7.966.644.681
Guinea-Bissau;Africa;2002;45.504;1332459;5.757.047.176
Guinea-Bissau;Africa;2007;4.638.800.000.000.000;1472041;5.792.317.429.999.990
Guyana;Americas;1962;57.32;597896;2.202.776.732
Guyana;Americas;1967;59.187;672848;2.325.092.727
Guyana;Americas;1972;59.958;742869;2.439.146.406
Guyana;Americas;1977;60.651;758334;2.760.808.387
Guyana;Americas;1982;60.923;761673;2.334.359.864
Guyana;Americas;1987;61.79;755464;2.169.065.751
Guyana;Americas;1992;6.253.100.000.000.000;747460;2.234.654.246
Guyana;Americas;1997;62.06;746336;3.131.958.941
Guyana;Americas;2002;63.578;759104;3.237.953.172
Guyana;Americas;2007;66.827;769095;3.586.042.643
Haiti;;1952;37.579;3201488;1.840.366.939
Haiti;;1957;40.696;3507701;1.726.887.882
Haiti;;1962;43.59;3880130;1.796.589.032
Haiti;;1967;46.243;4318137;1.452.057.666
Haiti;;1972;48.042;4698301;1.654.456.946
Haiti;;1977;49.923;4908554;1.874.298.931
Haiti;;1982;5.146.100.000.000.000;5198399;2.011.159.549
Haiti;;1987;53.636;5756203;1.823.015.995
Haiti;;1992;55.089;6326682;1.456.309.517
Haiti;;1997;5.667.100.000.000.000;6913545;1.341.726.931
Haiti;;2002;58.137;7607651;1.270.364.932
Haiti;;2007;60.916;8502814;1.201.637.154
Honduras;Americas;1952;41.912;1517453;2.194.926.204
Honduras;Americas;1957;44.665;1770390;2.220.487.682
Honduras;Americas;1962;48.041;2090162;2.291.156.835
Honduras;Americas;1967;50.924;2500689;2.538.269.358
Honduras;Americas;1972;5.388.399.999.999.990;2965146;2.529.842.345
Honduras;Americas;1977;57.402;3055235;3.203.208.066
Honduras;Americas;1982;60.909;3669448;31.217.607.940.000.000
Honduras;Americas;1987;64.492;4372203;3.023.096.699
Honduras;Americas;1992;66.399;5077347;3.081.694.603
Honduras;Americas;1997;6.765.899.999.999.990;5867957;3.160.454.906
Honduras;Americas;2002;68.565;6677328;309.972.866
Honduras;Americas;2007;7.019.800.000.000.000;7483763;35.483.308.460.000.000
Hong Kong, China;;1952;60.96;2125900;3.054.421.209
Hong Kong, China;;1957;64.75;2736300;3.629.076.457
Hong Kong, China;;1962;67.65;3305200;46.926.482.719.999.900
Hong Kong, China;;1967;70.0;3722800;6.197.962.814
Hong Kong, China;;1972;72.0;4115700;8.315.928.145
Hong Kong, China;;1977;73.6;4583700;1.118.614.125
Hong Kong, China;;1982;75.45;5264500;1.456.053.051
Hong Kong, China;;1987;76.2;5584510;2.003.847.269
Hong Kong, China;;1992;77.601;5829696;2.475.760.301
Hong Kong, China;;1997;80.0;6495918;2.837.763.219
Hong Kong, China;;2002;81.495;6762476;30.209.015.160.000.000
Hong Kong, China;;2007;82.208;6980412;3.972.497.867
Hungary;Europe;1950;62.07;9338000;472.619.128
Hungary;Europe;1951;62.46;9423000;5.135.947.955
Hungary;Europe;1952;64.03;9504000;5.263.673.816
Hungary;Europe;1953;63.87;9595000;530.848.868
Hungary;Europe;1954;65.43;9706000;54.318.555.700.000.000
Hungary;Europe;1955;66.88;9825000;5.850.989.000.000.000
Hungary;Europe;1956;66.04;9911000;5.537.722.375
Hungary;Europe;1957;66.41;9839000;6.040.180.011
Hungary;Europe;1958;67.42;9882000;6.416.726.703
Hungary;Europe;1959;67.32;9937000;6.639.866.072.999.990
Hungary;Europe;1960;68.09;9983512;6.954.291.576.000.000
Hungary;Europe;1961;69.02;10029000;7.272.793.578
Hungary;Europe;1962;67.96;10063000;7.550.359.877
Hungary;Europe;1963;68.98;10091000;7.942.533.059
Hungary;Europe;1964;69.48;10124000;8.362.477.399
Hungary;Europe;1965;69.17;10152934;8.403.477.993.999.990
Hungary;Europe;1966;69.93;10184561;8.854.418.758
Hungary;Europe;1967;69.5;10223422;932.664.467
Hungary;Europe;1968;69.33;10263542;9.403.183.999
Hungary;Europe;1969;69.4;10302814;9.647.235.758
Hungary;Europe;1970;69.24;10337004;9.581.972.224
Hungary;Europe;1971;69.13;10364869;9.982.612.568
Hungary;Europe;1972;69.76;10394091;1.016.865.611
Hungary;Europe;1973;69.63;10425984;1.066.366.869
Hungary;Europe;1974;69.35;10471272;1.089.294.031
Hungary;Europe;1975;69.4;10531820;1.106.245.819
Hungary;Europe;1976;69.69;10588729;1.103.556.516
Hungary;Europe;1977;69.95;10637171;1.167.483.737
Hungary;Europe;1978;69.49;10673300;1.191.724.411
Hungary;Europe;1979;69.7;10698234;1.191.290.808
Hungary;Europe;1980;69.11;10711122;1.201.855.475
Hungary;Europe;1981;69.17;10711848;1.210.259.883
Hungary;Europe;1982;69.39;10705535;1.254.599.066
Hungary;Europe;1983;68.95;10689463;1.243.583.335
Hungary;Europe;1984;68.99;10668095;12.786.878
Hungary;Europe;1985;68.93;10648713;1.249.519.625
Hungary;Europe;1986;69.13;10630563;1.276.715.527
Hungary;Europe;1987;69.58;10612740;1.298.647.998
Hungary;Europe;1988;69.96;10442500;133.993.031
Hungary;Europe;1989;69.41;10397959;1.315.525.136
Hungary;Europe;1990;69.39;10371878;1.230.890.783
Hungary;Europe;1991;69.45;10364737;1.085.183.045
Hungary;Europe;1992;69.17;10348684;1.053.562.855
Hungary;Europe;1993;69.17;10329012;1.049.488.175
Hungary;Europe;1994;69.61;10312714;1.082.125.689
Hungary;Europe;1995;70.01;10295874;1.100.040.519
Hungary;Europe;1996;70.59;10273591;1.116.978.598
Hungary;Europe;1997;71.04;10244684;117.127.768
Hungary;Europe;1998;70.97;10211127;1.231.940.798
Hungary;Europe;1999;71.1;10172673;1.287.441.924
Hungary;Europe;2000;71.83;10137449;13.592.350.869.999.900
Hungary;Europe;2001;72.47;10109467;141.855.176
Hungary;Europe;2002;72.59;10083313;1.484.393.556
Hungary;Europe;2003;72.61;10057745;1.550.620.095
Hungary;Europe;2004;73.01;10032375;1.629.119.795
Hungary;Europe;2005;72.97;10006835;17014.0
Hungary;Europe;2007;7.333.800.000.000.000;9956108;1.800.894.444
Iceland;Europe;1950;71.01;142938;77.502.915.349.999.900
Iceland;Europe;1951;71.05;145604;7.468.805.837.000.000
Iceland;Europe;1952;72.49;147962;7.267.688.428
Iceland;Europe;1953;72.31;151036;8.211.292.176
Iceland;Europe;1954;73.36;154563;8.800.722.567
Iceland;Europe;1955;73.3;158044;9.458.671.799
Iceland;Europe;1956;72.98;161358;94.890.241
Iceland;Europe;1957;73.47;165110;9.244.001.412
Iceland;Europe;1958;73.43;168771;9.789.869.797
Iceland;Europe;1959;72.66;172314;976.893.049
Iceland;Europe;1960;74.09;175860;98.900.665
Iceland;Europe;1961;73.47;178905;972.449.065
Iceland;Europe;1962;73.68;182053;1.035.015.906
Iceland;Europe;1963;72.98;185481;1.122.163.427
Iceland;Europe;1964;73.57;188847;1.213.387.365
Iceland;Europe;1965;73.84;192288;127.948.827
Iceland;Europe;1966;73.23;195610;1.370.127.415
Iceland;Europe;1967;73.73;198676;1.331.989.568
Iceland;Europe;1968;73.94;201245;1.244.143.872
Iceland;Europe;1969;73.71;202920;1.265.910.905
Iceland;Europe;1970;73.81;204104;1.353.283.678
Iceland;Europe;1971;73.55;206092;1.512.882.588
Iceland;Europe;1972;74.46;209275;1.579.806.362
Iceland;Europe;1973;74.31;212364;1.667.002.132
Iceland;Europe;1974;74.37;215324;173.755.854
Iceland;Europe;1975;75.35;218031;1.729.744.397
Iceland;Europe;1976;76.71;220133;1.817.925.077
Iceland;Europe;1977;76.11;221823;1.965.496.247
Iceland;Europe;1978;76.42;223587;2.064.968.327
Iceland;Europe;1979;76.63;225749;214.537.783
Iceland;Europe;1980;76.66;228161;2.243.485.748
Iceland;Europe;1981;76.35;230803;2.312.140.777
Iceland;Europe;1982;76.99;233997;232.696.075
Iceland;Europe;1983;76.63;237041;2.249.989.615
Iceland;Europe;1984;77.43;239498;2.321.583.465
Iceland;Europe;1985;77.56;241403;2.382.170.912
Iceland;Europe;1986;78.09;242999;2.510.772.219
Iceland;Europe;1987;77.23;244676;2.692.320.628
Iceland;Europe;1988;77.08;249885;2.643.522.394
Iceland;Europe;1989;78.15;252746;2.631.746.255
Iceland;Europe;1990;77.98;254719;2.637.287.842
Iceland;Europe;1991;77.94;256831;2.633.262.091
Iceland;Europe;1992;78.77;259012;2.514.439.201
Iceland;Europe;1993;78.98;261270;2.503.085.874
Iceland;Europe;1994;79.24;266075;259.415.378
Iceland;Europe;1995;78.05;267527;2.584.048.851
Iceland;Europe;1996;78.84;269000;27.027.254.010.000.000
Iceland;Europe;1997;78.95;271192;28.061.099.660.000.000
Iceland;Europe;1998;79.67;274000;2.925.669.932
Iceland;Europe;1999;79.46;277280;3.004.293.674
Iceland;Europe;2000;79.72;281043;3.109.202.544
Iceland;Europe;2001;80.64;284812;3.183.054.252
Iceland;Europe;2002;80.5;288030;3.116.320.196
Iceland;Europe;2003;81.06;291064;3.193.700.631
Iceland;Europe;2004;80.95;293966;342.791.786
Iceland;Europe;2005;81.43;296737;35630.0
Iceland;Europe;2006;81.12;299388;3.623.327.382
Iceland;Europe;2007;81.757;301931;3.618.078.919
India;Asia;1952;3.737.300.000.000.000;372000000;5.465.657.493
India;Asia;1957;40.249;409000000;590.061.996
India;Asia;1962;43.605;454000000;6.583.471.509
India;Asia;1967;4.719.300.000.000.000;506000000;7.007.706.107.000.000
India;Asia;1972;50.651;567000000;724.032.527
India;Asia;1977;54.208;634000000;8.133.373.230.000.000
India;Asia;1982;56.596;708000000;8.557.235.377.000.000
India;Asia;1987;58.553;788000000;9.765.126.756
India;Asia;1992;60.223;872000000;1.164.406.809
India;Asia;1997;61.765;959000000;1.458.817.442
India;Asia;2002;62.879;1034172547;1.746.769.454
India;Asia;2007;6.469.800.000.000.000;1110396331;2.452.210.407
Indonesia;Asia;1952;37.468;82052000;7.496.816.546
Indonesia;Asia;1957;39.918;90124000;8.589.002.707.000.000
Indonesia;Asia;1962;42.518;99028000;8.492.897.700.999.990
Indonesia;Asia;1967;45.964;109343000;7.624.317.721
Indonesia;Asia;1972;49.203;121282000;1.111.107.907
Indonesia;Asia;1977;52.702;136725000;1.382.702.056
Indonesia;Asia;1982;56.159;153343000;1.516.872.988
Indonesia;Asia;1987;60.137;169276000;1.748.356.961
Indonesia;Asia;1992;62.681;184816000;2.383.140.898
Indonesia;Asia;1997;66.041;199278000;3.119.335.603
Indonesia;Asia;2002;6.858.800.000.000.000;211060000;287.391.287
Indonesia;Asia;2007;70.65;223547000;3.540.651.564
Iran;Asia;1952;44.869;17272000;3.035.326.002
Iran;Asia;1957;47.181;19792000;3.290.257.643
Iran;Asia;1962;49.325;22874000;4.187.329.802
Iran;Asia;1967;52.469;26538000;59.067.318.049.999.900
Iran;Asia;1972;55.234;30614000;9.613.818.607
Iran;Asia;1977;57.702;35480679;1.188.859.508
Iran;Asia;1982;59.62;43072751;7.608.334.602
Iran;Asia;1987;63.04;51889696;6.642.881.371
Iran;Asia;1992;65.742;60397973;7.235.653.187.999.990
Iran;Asia;1997;68.042;63327987;8.263.590.301
Iran;Asia;2002;6.945.100.000.000.000;66907826;9.240.761.975
Iran;Asia;2007;70.964;69453570;1.160.571.449
Iraq;Asia;1952;45.32;5441766;4.129.766.056
Iraq;Asia;1957;48.437;6248643;6.229.333.562
Iraq;Asia;1962;51.457;7240260;8.341.737.815
Iraq;Asia;1967;54.459;8519282;8.931.459.811
Iraq;Asia;1972;56.95;10061506;9.576.037.596
Iraq;Asia;1977;60.413;11882916;1.468.823.507
Iraq;Asia;1982;62.038;14173318;1.451.790.711
Iraq;Asia;1987;65.044;16543189;1.164.357.268
Iraq;Asia;1992;5.946.100.000.000.000;17861905;3.745.640.687
Iraq;Asia;1997;5.881.100.000.000.000;20775703;3.076.239.795
Iraq;Asia;2002;5.704.600.000.000.000;24001816;4.390.717.312
Iraq;Asia;2007;59.545;27499638;4.471.061.906
Ireland;Europe;1951;65.8;2959311;5.069.589.769
Ireland;Europe;1952;66.91;2952156;5.210.280.328
Ireland;Europe;1957;68.9;2878220;5.599.077.872
Ireland;Europe;1962;70.29;2830000;6.631.597.314
Ireland;Europe;1967;71.08;2900100;7.655.568.963
Ireland;Europe;1972;71.28;3024400;9.530.772.896
Ireland;Europe;1977;72.03;3271900;1.115.098.113
Ireland;Europe;1982;73.1;3480000;1.261.832.141
Ireland;Europe;1987;74.36;3539900;1.387.286.652
Ireland;Europe;1992;75.467;3557761;1.755.881.555
Ireland;Europe;1997;76.122;3667233;2.452.194.713
Ireland;Europe;2002;77.783;3879155;3.407.704.939
Ireland;Europe;2007;78.885;4109086;4.067.599.635
Israel;Asia;1952;65.39;1620914;4.086.522.128
Israel;Asia;1957;67.84;1944401;5.385.278.451
Israel;Asia;1962;69.39;2310904;7.105.630.706
Israel;Asia;1967;70.75;2693585;8.393.741.404
Israel;Asia;1972;71.63;3095893;1.278.693.223
Israel;Asia;1977;73.06;3495918;1.330.661.921
Israel;Asia;1982;74.45;3858421;153.670.292
Israel;Asia;1987;75.6;4203148;1.712.247.986
Israel;Asia;1992;76.93;4936550;1.805.152.254
Israel;Asia;1997;7.826.899.999.999.990;5531387;2.089.660.924
Israel;Asia;2002;79.696;6029529;2.190.559.514
